@relation 'anger-weka.filters.unsupervised.attribute.Remove-R1,3'

@attribute text string
@attribute val numeric

@data
'We worship at Your feet Where wrath and mercy meet And a guilty world is washed By loves pure stream —Graham Kendrick',0.375
'Dear future big brother players just chase dick all season and you too can win 50000 dollars and an Sti #bb18',0.37
'“He who is slow to anger is better than the mighty And he who rules his spirit than he who takes a city.” P16:32 #bibleverse #pride #anger',0.314
'Holding a grudge on someone will stop your blessings from God learn to forgive &amp; forget 🙏🏾',0.375
'Why does Candice constantly pout #GBBO 💄😒',0.375
'@pugglelover3691 some of those haters are just taught hate and not shown love. There is a good quote that goes to your comment tiff treat',0.375
'Nor hell a fury like a woman scorned -- William Congreve',0.375
'That is at least the 3rd time the balls been burst in our games',0.375
'@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂',0.375
'Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte #rage #against #machines',0.375
'@wcsportscamp I loled.  Privileged exasperation should be bottled and sold.',0.375
'Finally made my #fury #warrior guide. Let me know your thoughts',0.375
'@evanareteos :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then!',0.375
'@JustPyroNow are you gonna do any kind of community raids when wrath of the machine drops?',0.375
'Nurse practitioner: you look pretty bad. No offense of course.    Thank you that really added that spark of positivity I needed today.',0.444
'@dlrwills turn that frown upside down buddy 🙃.',0.375
'@SonOfTheDovah *She could sense the anger stirring within him and took his hand in hers.* As long as we stay together well both be safe.--',0.375
'and apparently hes supposed to have a Scottish accent??? Im',0.375
'@PerfectQuartz Shes jogging a bit to stay beside her puffing her cheeks with a huff each time. Oh-- jeez Jasper why dont you —',0.375
'@RichardHBell Yes I think he held a grudge ...',0.375
' I cant guess if you holding a grudge against the best',0.425
'@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.',0.354
'@LisaAsquithtobe @craig8710 @WayneHaselden @june65wigan everyone is against wigan because we are the biggest club',0.354
'@lyskoi anyway I found a short scale today that was perfect for my purposes. soft on the hands wont aggravate my (now-chronic) tendonitis',0.354
'GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge',0.354
'Tonights #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha',0.2
'@Kim_is__bored exactly what I have been saying on fb..',0.354
'my wasp sting is so itchy',0.356
'-- haired man strides close and watches as the Major flinches away from him the reaction draws a growl from his throat.  -- (@DocHQuinzel)',0.322
'srry my feelings offend u 🤗',0.354
'Sorry to burst your bubble but it isnt that century anymore. Welcome to the 21st century.',0.354
'I cant even right now #bb18',0.354
'Asian Tiger #Mosquitoes are so relentless. More aggressive than the kind I dealt w/as a kid.',0.354
'Sometimes the best motivations come from proving them wrong #energy #relentless #MotivationalQuotes',0.354
'@LonelyGoomba I wouldnt bring this up if I were you. Its a very touchy subject. And people get way to offended these days',0.328
'Are you lost in the fury fearing that youll fail?',0.354
'I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕 #tiff',0.354
'my alarm clock was ringing this morning n my flatmate knocked on my door and asked if i set anything on fire or if im burning alive :) :):)',0.354
'@The_Nasty_P now you gotta do that with fast n furious',0.354
'@notquitefrodo @dominictarason I remember TAs in the gamedev program said he had temper tantrums in class all the time lol',0.354
'i love that tay &amp; tiff are just sitting at my house while im at work 🙃',0.354
'“He who is slow to anger is better than the mighty And he who rules his spirit than he who takes a city.” P16:32 #bibleverse #pride',0.354
'@MeghanEMurphy Oh gosh if you get 800+ raging comments from cruise fans I will just die laughing!',0.354
'Skipping meals is the national way of showing #disappointment and . #wiz',0.354
'{Strong hands moving to firmly grope each of @WhimsicallyWilds thighs squeezing as her digging nails extract a growl from me.}',0.354
'@l1ght__eyes u tried boiling em takes years too',0.354
'@RLH2606 if u know who died.. I would also burst out crying.... From JOY!!! 😉',0.354
'@CrayonToCrayon @SueScoby  Its always fun to anger All the Old Dudes. with Rock N Roll :))',0.354
'being bitter only hurts yourself lmaooo',0.354
'Sometimes I think the British political landscape is desolate and then I look over at the foaming wasteland of the US and think were OK',0.354
'A wise man told me that holdin a grudge is like Letting somebody just live inside of your head rent free',0.354
'Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned.  #AdultingIsTheWorst',0.354
'@BarackObama I love Lizzy Warrens latest rage against Wall Street.',0.177
'When you forget to mention you were bought dreamboys tickets 🙄😂',0.354
'Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness',0.354
'My little sister sure can hold a grudge 😂😂😂',0.333
'@ShieldsCap &lt; Steve between his feet feeling a blush sting his cheeks. I can undress myself thank you very much he snapped &gt;',0.333
'one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up',0.333
'snap music kept me from running into traffic 2005-2007.',0.333
'When anger rises think of the consequences. #quote #wisdom',0.333
'Never make a #decision when youre #angry and never make a #promise when youre #happy. #wisewords',0.333
'Keep in mind. Were all weak. Dont insult people just because theyre human.',0.333
'@TDsNation i watch all your videos but i like madden better!',0.333
'Projection is perception. See it in someone else? You also at some level have that within you.  #worry',0.333
'So Rangers v Celtic ll #revenge',0.333
'@lethargytyler ehhh I guess. I want to everyone Ive ever burst out laughing in front of😂',0.333
'@kateracculia @themathofyou Its true! I reverse-engineered the drink. Its a scientific method. I hear its all the rage.',0.333
'@KodieBurch yesss..apparently youve been popular on snap 🙄',0.333
'When a grown adult doesnt drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts.',0.333
'@EAMaddenNFL @EASPORTS I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of???',0.333
'#Zumba #PiYo and #HIIT sessions. Sweaty burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo',0.333
'@jamiesonhelen @MarianKeyes all three of my agins on the pout .',0.296
'Anger is cheap and politeness is expensive. Dont expect everybody to be polite. #ThoughtfulThursday  #politeness',0.333
'dont give someone power by letting their words offend you',0.333
'Rt @yoelamite i need that one back that whole cd was hard the one with a #rage flew through rhyme flow n the 1 u speak on the dollar',0.333
'Lot 100 would give Ghandi road rage',0.333
'@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But thats about it',0.333
'How can I tell Happy Anniversary when u are not happy..  #ampalaya #paitpaitanangpeg',0.341
'I love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss her more',0.333
'when you find out the initiative isnt even a thing 😧',0.312
'All this from a cigarette burning in Lauras hand the angle of her chin the purse of her lips.(104) Gorgeous transition!@laurengrodstein',0.312
'This all resent #India #Pakistan problem is save #NawazSharif @ImranKhanPTI @PTIofficial',0.312
'#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax',0.312
'@RealJeffsdomain Wolfpack theme and trons and sting wore the wolf shirt',0.312
'@MHChat sadness with resentment is the past sadness with fear is the future. try to live in the now #MHchat',0.172
'Anger is cheap and politeness is expensive. Dont expect everybody to be polite. #ThoughtfulThursday #anger #politeness',0.312
'@JOjojosiejay or in my case a raging moody cow lol why i buy moody cow socks lol',0.389
'Im just doing what u should b doing just minding my business and grinding relentless @LITO615',0.312
'Holding a #grudge doesnt make you #strong; it makes you #bitter. #Forgiving doesnt make you #weak; it sets you #free.',0.312
'@pianimadi regarde tes snap',0.312
'Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO',0.33
'@Klipto the orange one is #poisonous and #bitter. You shouldnt judge the #blue one by how it looks but by how it tastes #delicious.',0.312
'Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it',0.312
'I wish the next madden has a story mode too. Just like Fifa 17 #madden',0.312
'@MetsProspectHub @brianpmangan taking offense to acount...he ranks 32 of 36 over last 2 years by SABR',0.312
'@justinbieber Thank u Justin for this amazing concert. I cant believe that only u can provoke these thousand smiles these night#BelieveTour',0.312
'@The_Boxing_Hub #klitschko @Klitschko over fury any day #boxing',0.312
'The best revenge is massive success.',0.312
'Tiangong 1 Chinas first space laboratory will come to a fiery end in late 2017. The average decommissioned satellite either burns ...',0.312
'Houston might lose a coach tomorrow or by midnight. #yikes ?',0.312
'Well the lines for Swedens goals sure sting.',0.312
'Dont get #bitter get #BETTER',0.312
'Dont be bitter',0.292
'Went n a bodega 4 incense lookd @ the sis behind the counter &amp; it was like a mirror she said where u from I said here she said no originally',0.185
'Recommended reading: Prisoners of Hate by Aaron Beck',0.292
'@CharlotteBnntt thats the joke. I know its incense',0.222
'Leveled at the half. Much better offense expected in the second half',0.182
'@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? Were the slowest team in the comp. Talk about robbing a living.',0.292
'#firsttweetever sippin #hotchocolate wondering #why I finally gave in &lt;3 haha #hellloooootwitter - ...its because #facebookisforfamily',0.292
'One of my favorite classic cars is the Plymouth fiery.',0.292
'As your own lives in order to complete our amazing life journey successfully it is there.',0.357
'Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme #snap #nudes #tits #snapchat',0.292
'Focus on yourself. Dont let others love define you when youre happy and dont let it make you bitter if you get hurt.',0.292
'I wish the next madden has a story mode too. Just like Fifa 17',0.292
'@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I dont know how else I can -',0.304
'😳The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals 🏉👏🏿',0.292
'Need a new outlet for',0.292
'I need a 🍱sushi date🍙 @AnzalduaG 🍝an olive guarded date🧀 @lexiereid369 and a 👊🏼Rockys date🍕',0.271
'@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️',0.271
'Colors of the leaves are- changing.  Heatwaves in LA still- raging.  Lattes made in batches. Visit pumpkin patches. #FallSongs',0.271
'@shopgreenwich #ldf16 what shall we do this weekend?  #spraypainting in #greenwichmarket with @SNUB23 #core246 #lilylou #fret &amp; #benoakley',0.271
'It takes a man to suffer ignorance and smile. Be yourself no matter what they say.',0.271
'@FrizzeyesJr meeee im lvl 320 and i have not a single relentless',0.271
'@_Inferno217_ @PaladinsGame ummm that dragons fury though..',0.271
'@NessaMatthews hes perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect.',0.271
'@jetmissTee I thought I peeped him on your snap. Thats the homie ✊🏽 lol',0.271
'@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.',0.271
'You cant fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless',0.271
'@serendipity127_ @zombiecalorie @Angel_Eyes66 Im sensing a theme here tho lol',0.271
'ESPN just assumed I wanted their free magazines',0.271
'If my luck the rest of Fall goes anything like today I think Im going to like this season. #bestdayever #magic #work #snap',0.271
'These #NewEnglandPatriots jerseys look like some whack ones that you tried to make when you made custom jerseys on #madden  04',0.271
'@DMAnthonyJoseph @TheClumpany No grudge. Only truth in abundance.',0.271
'@Lesdoggg take me with you!! JK. Have fun relax get a massage or two and chill. Dont eat the cucumbers most places frown on that.',0.271
'630am meeting Olympic House #10golds24 .  #neverquit #believe #dreambig #TeamTTO #going4gold',0.271
'Houston might lose a coach tomorrow or by midnight.  #yikes #offense?',0.271
'Its easy to hold a grudge harder to let go.',0.295
'Prayers &amp; Protection to our brothers and sisters fighting in #Charlotte  #against #machines',0.189
testing,0.25
'Happiness is the best revenge',0.25
'I forgot about this nice area down here with the fiery hearths',0.25
'It takes a man to suffer ignorance and smile. Be yourself no matter what they say. #sting',0.25
'@KingNicky7 also madden isnt the funniest game to watch and if there isnt much happening its boring',0.25
'Mm okay. Ham for you and turkey for me. Gives his hair a ruffle before heading back in the kitchen to set out the &gt;&gt; @DarkSithKenobi',0.25
'Oh my. Watching #rage. Its been like ages',0.25
'Like hello? I am your first born you must always laugh at my jokes.',0.324
'Sometimes the best motivations come from proving them wrong #energy  #MotivationalQuotes',0.25
'Tonights #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya  #bwahaha',0.25
'and naoto nod she also like tha bands. but she also frown. Will the bands Papa Roach be at concert...?',0.229
'If someone keeps #laughing at you dont #fret  . At least u r giving #happiness . #quotes #quotestoliveby',0.229
'@wesrucker247 sounds like a good game plan for our offense....',0.202
'The most important thing to #bestrong is to hold your  #thoughts',0.147
'So Rangers v Celtic ll',0.229
'I think they may be',0.229
'I should really study today for chemistry but playing madden is just way more fun.',0.208
'i love the word fret so much and im in heaven',0.127
'@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle',0.208
'Thursdays at 6pm Vespers &amp; Meditation #prayerful #plainsong #multisensory #candles #incense #psalms #music #silence #faithful sing or listen',0.208
'pray for my boy huff',0.208
'GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED',0.208
'snap: hiAleshia 😃',0.208
'I need to stop second guess myself and just go with the first thought and go with it.',0.208
'630am meeting Olympic House #10golds24 .  #relentless #neverquit #believe #dreambig #TeamTTO #going4gold',0.208
'@ezlisteningdisc it doesnt offend me but its just Weird.',0.188
'Drop Snapchat names #bored  #swap #pics',0.188
'Follow me on Snapchat 👻 Carlabtst15 #snapchat',0.188
'I love when #girls are busy in teaching how to #pout while taking #selfie in a mall  their desication is immense #women love #perfection',0.188
'follow my girl tiff she only got 3 followers💖💘💖💘💘 @00tiffanyr',0.188
'@Ms_HeartAttack peanut butter takes away the sting',0.188
'hate to see yall frown but Id rather see him smiling 💕✨',0.188
'@JaredLeto Jared + #snap? 💘',0.188
'Kik me I want to swap pics I will post on my account anonymously if you wish Kik: vsvplou #Kik #kikme  #nudes #tits #snapchat',0.188
'ordered my vacation bathing suits. one less thing to fret about.',0.188
'Cheap pout my brodcast',0.232
'Ughhh love a clean house and my incense lit aromatherapy',0.26
'Follow me on Snapchat 👻 Carlabtst15 #snapchat #snap',0.167
'Vale! Vale! Sip sangria and taste tantalizing tapas @ElCidLA  s fiery flamenco nights! #MinutesFromHoM #SilverLake #LA #Flamenco',0.167
'Grateful for all the hungry people in my life! Hungry to learn change grow help etc - not sure anybody has it better! #relentless',0.167
'Love the new song I cant stop thinking about you by #sting.',0.167
'@thomeagle Just to help maintain and boost our status as a world class centre for education culture and tolerance.',0.167
'@savageimiike one of my favorite songs brother real talk.',0.157
'one month til someones bday and i think its time to flaunt that I got them something pretty awesome',0.143
'@Aurena1701 @AngryOrchard he didnt sting me luckily. He just flew off happy and drunk. Lolololol',0.146
'Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears I LOVE HER😩',0.146
'@EagleGiles23 @tgilmore_92 what I miss?',0.146
'@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time',0.146
'Im girly in the sense that I always have lashes &amp; nails done but tomboy in the sense that black is my only color &amp; refuse the ruffle life',0.146
'Follow up. Follow through. Be #relentless. #success',0.125
'@cburt43 turn that frown upside down',0.125
'@CorningFootball  ITS GAME DAY!!!!      T MINUS 14:30',0.125
'rose incense are the best thing Ive ever bought',0.125
'@jaaames1993 Literally burst out laughing.',0.067
'Follow up. Follow through. Be . #success',0.125
'Wrinkles should merely hide where frown have been.  - Mark Twain',0.125
'Love the new song I cant stop thinking about you by .',0.083
